vote_id,mep_id,vote_type
169367,257005,For
169367,257067,For
169367,124858,For
169367,256851,For
169367,25758,For
169367,256939,For
169367,257007,For
169367,23699,For
169367,198373,For
169367,249982,For
169367,197734,For
169367,125093,For
169367,256969,For
169367,96653,For
169367,256967,For
169367,257296,For
169367,256866,For
169367,197863,For
169367,256869,For
169367,197400,For
169367,204332,For
169367,197447,For
169367,256976,For
169367,202073,For
169367,124867,For
169367,197435,For
169367,112748,For
169367,197440,For
169367,257002,For
169367,245018,For
169367,38542,For
169367,257087,For
169367,33998,For
169367,237465,For
169367,257088,For
169367,256906,For
169367,197391,For
169367,28298,For
169367,197694,For
169367,257079,For
169367,197718,For
169367,257102,For
169367,256803,For
169367,197392,For
169367,256992,For
169367,197697,For
169367,256899,For
169367,230085,For
169367,197721,For
169367,197719,For
169367,91636,For
169367,257727,For
169367,124691,For
169367,257053,For
169367,197497,For
169367,28347,For
169367,124799,For
169367,233862,For
169367,124836,For
169367,256993,For
169367,112744,For
169367,256935,For
169367,218347,For
169367,257121,For
169367,256904,For
169367,257066,For
169367,204413,For
169367,257170,For
169367,197722,For
169367,37312,For
169367,257084,For
169367,96932,For
169367,257085,For
169367,257101,For
169367,257160,For
169367,257071,For
169367,210480,For
169367,197591,For
169367,34232,For
169367,199941,For
169367,28419,For
169367,257138,For
169367,197533,For
169367,197684,For
169367,187917,For
169367,124984,For
169367,197574,For
169367,197529,For
169367,257023,For
169367,256961,For
169367,256823,For
169367,256913,For
169367,257299,For
169367,257092,For
169367,256912,For
169367,125023,For
169367,256890,For
169367,257063,For
169367,245770,For
169367,257083,For
169367,30482,For
169367,257126,For
169367,256911,For
169367,257127,For
169367,127766,For
169367,257009,For
169367,2268,For
169367,256910,For
169367,124813,For
169367,257133,For
169367,197448,For
169367,197449,For
169367,256995,For
169367,197470,For
169367,256915,For
169367,86793,For
169367,197503,For
169367,96725,For
169367,106936,For
169367,183916,For
169367,197549,For
169367,257130,For
169367,197398,For
169367,197395,For
169367,197460,For
169367,197461,For
169367,96675,For
169367,197462,For
169367,257016,For
169367,24942,For
169367,197464,For
169367,197802,For
169367,257044,For
169367,198076,For
169367,2152,For
169367,197466,For
169367,197573,For
169367,256813,For
169367,103381,For
169367,197832,For
169367,256964,For
169367,197500,For
169367,256917,For
169367,201945,For
169367,111412,For
169367,197772,For
169367,256990,For
169367,256965,For
169367,257437,For
169367,197501,Against
169367,257096,Against
169367,257093,Against
169367,257094,Against
169367,96810,Against
169367,197607,Against
169367,197794,Against
169367,256900,Against
169367,220871,Against
169367,256845,Against
169367,257149,Against
169367,197824,Against
169367,239260,Against
169367,257150,Against
169367,256907,Against
169367,197820,Against
169367,257104,Against
169367,197773,Against
169367,257113,Against
169367,257109,Against
169367,257116,Against
169367,257163,Against
169367,256806,Against
169367,257099,Against
169367,256811,Against
169367,197537,Against
169367,197552,Against
169367,197475,Against
169367,256949,Against
169367,256942,Against
169367,257043,Against
169367,113523,Against
169367,96808,Against
169367,24922,Against
169367,197492,Against
169367,197534,Against
169367,197408,Against
169367,197778,Against
169367,251324,Against
169367,204129,Against
169367,125012,Against
169367,257047,Against
169367,257051,Against
169367,28122,Against
169367,256921,Against
169367,124861,Against
169367,257034,Against
169367,257078,Against
169367,257028,Against
169367,256862,Against
169367,257030,Against
169367,204333,Against
169367,257048,Against
169367,96787,Against
169367,99945,Against
169367,257035,Against
169367,256840,Against
169367,1917,Against
169367,2341,Against
169367,257032,Against
169367,251874,Against
169367,124807,Against
169367,202036,Against
169367,256919,Against
169367,97399,Against
169367,220908,Against
169367,197514,Against
169367,193419,Against
169367,257033,Against
169367,197412,Against
169367,22418,Against
169367,124895,Against
169367,96780,Against
169367,197517,Against
169367,257031,Against
169367,197840,Against
169367,96934,Against
169367,197839,Against
169367,96668,Against
169367,256973,Against
169367,197523,Against
169367,197406,Against
169367,256846,Against
169367,197525,Against
169367,197843,Against
169367,257261,Against
169367,256920,Against
169367,95074,Against
169367,23781,Against
169367,204336,Against
169367,124808,Against
169367,220896,Against
169367,96791,Against
169367,124806,Against
169367,256868,Against
169367,190713,Against
169367,257082,Against
169367,96936,Against
169367,98341,Against
169367,256980,Against
169367,28400,Against
169367,197711,Against
169367,72779,Against
169367,257151,Against
169367,124802,Against
169367,257027,Against
169367,256847,Against
169367,257039,Against
169367,4289,Against
169367,124701,Against
169367,107212,Against
169367,257049,Against
169367,257040,Against
169367,110673,Against
169367,197404,Against
169367,257041,Against
169367,124850,Against
169367,188945,Against
169367,188096,Against
169367,197413,Against
169367,206158,Against
169367,125670,Against
169367,98219,Against
169367,256809,Against
169367,256979,Against
169367,197422,Against
169367,28223,Against
169367,197426,Against
169367,125325,Against
169367,197417,Against
169367,197784,Against
169367,256889,Against
169367,257068,Against
169367,119435,Against
169367,256863,Against
169367,257089,Against
169367,256968,Against
169367,204449,Against
169367,197402,Against
169367,125104,Against
169367,219652,Against
169367,256804,Against
169367,256950,Against
169367,256983,Against
169367,96756,Against
169367,98582,Against
169367,124726,Against
169367,125065,Against
169367,197429,Against
169367,197405,Against
169367,257046,Against
169367,28229,Against
169367,256977,Against
169367,39725,Against
169367,197652,Against
169367,197421,Against
169367,197606,Against
169367,124713,Against
169367,185341,Against
169367,131580,Against
169367,256852,Against
169367,256998,Against
169367,256881,Against
169367,101039,Against
169367,256878,Against
169367,197829,Against
169367,257131,Against
169367,236050,Against
169367,256886,Against
169367,96826,Against
169367,256981,Against
169367,256834,Against
169367,256874,Against
169367,256853,Against
169367,192254,Against
169367,256857,Against
169367,256896,Against
169367,28150,Against
169367,197628,Against
169367,125052,Against
169367,94649,Against
169367,256854,Against
169367,96830,Against
169367,23816,Against
169367,124715,Against
169367,189065,Against
169367,197627,Against
169367,256996,Against
169367,256860,Against
169367,256872,Against
169367,256895,Against
169367,197623,Against
169367,257029,Against
169367,256843,Against
169367,256883,Against
169367,36392,Against
169367,256877,Against
169367,256893,Against
169367,204414,Against
169367,256844,Against
169367,256882,Against
169367,197690,Against
169367,88552,Against
169367,197578,Against
169367,213330,Against
169367,256991,Against
169367,197831,Against
169367,200345,Against
169367,256888,Against
169367,256875,Against
169367,257125,Against
169367,5736,Against
169367,256859,Against
169367,124766,Against
169367,197781,Against
169367,257003,Against
169367,257110,Against
169367,197577,Against
169367,96711,Against
169367,256891,Against
169367,197558,Against
169367,257014,Against
169367,257057,Against
169367,256870,Against
169367,197430,Against
169367,256970,Against
169367,197443,Against
169367,840,Against
169367,204419,Against
169367,197780,Against
169367,197557,Against
169367,135511,Against
169367,198073,Against
169367,197770,Against
169367,257256,Against
169367,197401,Against
169367,257013,Against
169367,191693,Against
169367,197818,Against
169367,22858,Against
169367,257037,Against
169367,197494,Against
169367,257010,Against
169367,197432,Against
169367,257257,Against
169367,124700,Against
169367,197502,Against
169367,214839,Against
169367,197769,Against
169367,197581,Against
169367,256807,Against
169367,257073,Abstain
169367,197763,Abstain
169367,257064,Abstain
169367,256971,Abstain
169367,256864,Abstain
169367,256865,Abstain
169367,96940,Abstain
169367,197624,Abstain
169367,257011,Abstain
169367,257098,Abstain
169367,124785,Abstain
169367,229839,Abstain
169367,197439,Abstain
169367,256833,Abstain
169367,256916,Abstain
169367,190464,Abstain
169368,257073,For
169368,197501,For
169368,257096,For
169368,257093,For
169368,257147,For
169368,257094,For
169368,257095,For
169368,96810,For
169368,197607,For
169368,197794,For
169368,257055,For
169368,257144,For
169368,256900,For
169368,220871,For
169368,256845,For
169368,257149,For
169368,197824,For
169368,239260,For
169368,257150,For
169368,256907,For
169368,197820,For
169368,257104,For
169368,197773,For
169368,197545,For
169368,257113,For
169368,257109,For
169368,257119,For
169368,257114,For
169368,257116,For
169368,257163,For
169368,256806,For
169368,257258,For
169368,257099,For
169368,256811,For
169368,197537,For
169368,197552,For
169368,197475,For
169368,256951,For
169368,256949,For
169368,190574,For
169368,256942,For
169368,256957,For
169368,256924,For
169368,256944,For
169368,197763,For
169368,257005,For
169368,257067,For
169368,257064,For
169368,256851,For
169368,257120,For
169368,257007,For
169368,23699,For
169368,198373,For
169368,257118,For
169368,249982,For
169368,256969,For
169368,96653,For
169368,256967,For
169368,256921,For
169368,131580,For
169368,256852,For
169368,256998,For
169368,256881,For
169368,101039,For
169368,257024,For
169368,256878,For
169368,197829,For
169368,257131,For
169368,236050,For
169368,256886,For
169368,96826,For
169368,256981,For
169368,256834,For
169368,256874,For
169368,256853,For
169368,192254,For
169368,256857,For
169368,256896,For
169368,28150,For
169368,197628,For
169368,125052,For
169368,94649,For
169368,256854,For
169368,96830,For
169368,23816,For
169368,124715,For
169368,189065,For
169368,197627,For
169368,256909,For
169368,256996,For
169368,256860,For
169368,256872,For
169368,256895,For
169368,197623,For
169368,257029,For
169368,257054,For
169368,256843,For
169368,256883,For
169368,36392,For
169368,126699,For
169368,256877,For
169368,256893,For
169368,204414,For
169368,256844,For
169368,256882,For
169368,197690,For
169368,88552,For
169368,197578,For
169368,213330,For
169368,197825,For
169368,256991,For
169368,256855,For
169368,197831,For
169368,200345,For
169368,256888,For
169368,256875,For
169368,257125,For
169368,5736,For
169368,256859,For
169368,256929,Against
169368,256810,Against
169368,257043,Against
169368,113523,Against
169368,96808,Against
169368,24922,Against
169368,197492,Against
169368,256887,Against
169368,197534,Against
169368,197408,Against
169368,197778,Against
169368,251324,Against
169368,204129,Against
169368,125012,Against
169368,257047,Against
169368,257051,Against
169368,257296,Against
169368,28122,Against
169368,124861,Against
169368,257034,Against
169368,257078,Against
169368,257028,Against
169368,257030,Against
169368,204333,Against
169368,257237,Against
169368,257048,Against
169368,96787,Against
169368,99945,Against
169368,257035,Against
169368,256840,Against
169368,1917,Against
169368,2341,Against
169368,257032,Against
169368,251874,Against
169368,124807,Against
169368,202036,Against
169368,256919,Against
169368,97399,Against
169368,197514,Against
169368,193419,Against
169368,257033,Against
169368,197412,Against
169368,22418,Against
169368,124895,Against
169368,96780,Against
169368,256918,Against
169368,197517,Against
169368,257031,Against
169368,197840,Against
169368,96934,Against
169368,197839,Against
169368,125068,Against
169368,96668,Against
169368,257042,Against
169368,256831,Against
169368,256973,Against
169368,197523,Against
169368,197406,Against
169368,256846,Against
169368,197525,Against
169368,197843,Against
169368,257261,Against
169368,256920,Against
169368,95074,Against
169368,23781,Against
169368,204336,Against
169368,124808,Against
169368,220896,Against
169368,96791,Against
169368,124806,Against
169368,190713,Against
169368,257082,Against
169368,96936,Against
169368,98341,Against
169368,256980,Against
169368,256943,Against
169368,256974,Against
169368,28400,Against
169368,197711,Against
169368,72779,Against
169368,257151,Against
169368,124802,Against
169368,257027,Against
169368,256847,Against
169368,257039,Against
169368,4289,Against
169368,124701,Against
169368,107212,Against
169368,257049,Against
169368,257040,Against
169368,110673,Against
169368,197738,Against
169368,197404,Against
169368,257041,Against
169368,124850,Against
169368,188945,Against
169368,188096,Against
169368,197413,Against
169368,206158,Against
169368,125670,Against
169368,98219,Against
169368,256809,Against
169368,256979,Against
169368,197422,Against
169368,28223,Against
169368,197426,Against
169368,197417,Against
169368,197784,Against
169368,256889,Against
169368,257068,Against
169368,119435,Against
169368,257026,Against
169368,257089,Against
169368,256968,Against
169368,204449,Against
169368,197402,Against
169368,125104,Against
169368,219652,Against
169368,256804,Against
169368,256983,Against
169368,96756,Against
169368,98582,Against
169368,124726,Against
169368,125065,Against
169368,197863,Against
169368,197429,Against
169368,197405,Against
169368,257045,Against
169368,257046,Against
169368,28229,Against
169368,256977,Against
169368,39725,Against
169368,197652,Against
169368,197421,Against
169368,197606,Against
169368,124713,Against
169368,185341,Against
169368,96933,Against
169368,256869,Against
169368,197400,Against
169368,204332,Against
169368,124766,Against
169368,197781,Against
169368,257003,Against
169368,257110,Against
169368,257020,Against
169368,197577,Against
169368,96711,Against
169368,256891,Against
169368,197558,Against
169368,257014,Against
169368,257057,Against
169368,256870,Against
169368,197430,Against
169368,256970,Against
169368,96940,Against
169368,197443,Against
169368,840,Against
169368,204419,Against
169368,197780,Against
169368,197557,Against
169368,135511,Against
169368,198073,Against
169368,197770,Against
169368,197447,Against
169368,257256,Against
169368,197401,Against
169368,257013,Against
169368,191693,Against
169368,197818,Against
169368,22858,Against
169368,257037,Against
169368,197494,Against
169368,257010,Against
169368,197432,Against
169368,257257,Against
169368,256946,Against
169368,256926,Against
169368,256962,Against
169368,124700,Against
169368,257438,Against
169368,256976,Against
169368,197502,Against
169368,214839,Against
169368,197769,Against
169368,220801,Against
169368,257011,Against
169368,197581,Against
169368,256807,Against
169368,202073,Against
169368,256934,Against
169368,124867,Against
169368,197435,Against
169368,257108,Against
169368,112748,Against
169368,197440,Against
169368,257002,Against
169368,245018,Against
169368,257169,Against
169368,256937,Against
169368,256938,Against
169368,38542,Against
169368,257122,Against
169368,257087,Against
169368,33998,Against
169368,237465,Against
169368,257088,Against
169368,257098,Against
169368,256906,Against
169368,197391,Against
169368,28298,Against
169368,96833,Against
169368,197694,Against
169368,257079,Against
169368,197718,Against
169368,257102,Against
169368,124785,Against
169368,256803,Against
169368,197392,Against
169368,256992,Against
169368,197697,Against
169368,256899,Against
169368,230085,Against
169368,197721,Against
169368,257124,Against
169368,197719,Against
169368,91636,Against
169368,257727,Against
169368,257053,Against
169368,256994,Against
169368,197497,Against
169368,28347,Against
169368,124799,Against
169368,257111,Against
169368,233862,Against
169368,124836,Against
169368,256993,Against
169368,112744,Against
169368,229839,Against
169368,256935,Against
169368,218347,Against
169368,257121,Against
169368,256904,Against
169368,257066,Against
169368,204413,Against
169368,257170,Against
169368,197722,Against
169368,37312,Against
169368,257084,Against
169368,256999,Against
169368,96932,Against
169368,257085,Against
169368,257101,Against
169368,257160,Against
169368,257071,Against
169368,210480,Against
169368,197591,Against
169368,256885,Against
169368,199941,Against
169368,28419,Against
169368,257138,Against
169368,197533,Against
169368,197684,Against
169368,187917,Against
169368,124984,Against
169368,197574,Against
169368,197529,Against
169368,257023,Against
169368,197468,Against
169368,256961,Against
169368,256823,Against
169368,256913,Against
169368,257299,Against
169368,257012,Against
169368,257092,Against
169368,256912,Against
169368,125023,Against
169368,256890,Against
169368,257063,Against
169368,245770,Against
169368,257140,Against
169368,257083,Against
169368,30482,Against
169368,257126,Against
169368,256911,Against
169368,257127,Against
169368,127766,Against
169368,257009,Against
169368,2268,Against
169368,256910,Against
169368,124813,Against
169368,257133,Against
169368,197448,Against
169368,197449,Against
169368,197439,Against
169368,256995,Against
169368,197470,Against
169368,256915,Against
169368,86793,Against
169368,197503,Against
169368,96725,Against
169368,106936,Against
169368,183916,Against
169368,197549,Against
169368,257130,Against
169368,197398,Against
169368,197395,Against
169368,197460,Against
169368,197461,Against
169368,96675,Against
169368,197462,Against
169368,257016,Against
169368,24942,Against
169368,197464,Against
169368,197802,Against
169368,257044,Against
169368,198076,Against
169368,2152,Against
169368,197466,Against
169368,197573,Against
169368,256813,Against
169368,103381,Against
169368,197832,Against
169368,256964,Against
169368,197500,Against
169368,256917,Against
169368,256833,Against
169368,201945,Against
169368,111412,Against
169368,256916,Against
169368,197772,Against
169368,256990,Against
169368,256965,Against
169368,256978,Against
169368,197870,Against
169368,257437,Against
169368,190464,Against
169368,124858,Abstain
169368,25758,Abstain
169368,256939,Abstain
169368,256989,Abstain
169368,256971,Abstain
169368,256862,Abstain
169368,256866,Abstain
169368,256861,Abstain
169368,256864,Abstain
169368,256865,Abstain
169368,256868,Abstain
169368,125325,Abstain
169368,256863,Abstain
169368,197624,Abstain
169368,34232,Abstain
169338,198490,For
169338,256900,For
169338,197475,For
169338,256951,For
169338,256948,For
169338,257457,For
169338,256945,For
169338,128483,For
169338,197556,For
169338,256949,For
169338,190574,For
169338,256942,For
169338,256941,For
169338,256924,For
169338,257262,For
169338,256944,For
169338,256959,For
169338,257062,For
169338,197763,For
169338,257069,For
169338,257005,For
169338,256851,For
169338,257120,For
169338,257007,For
169338,23699,For
169338,198373,For
169338,249982,For
169338,96653,For
169338,190713,For
169338,257082,For
169338,257151,For
169338,98582,For
169338,257046,For
169338,197691,For
169338,124973,For
169338,131580,For
169338,256852,For
169338,256881,For
169338,101039,For
169338,256878,For
169338,220840,For
169338,197786,For
169338,257131,For
169338,236050,For
169338,256886,For
169338,96826,For
169338,256834,For
169338,256874,For
169338,256853,For
169338,256857,For
169338,256876,For
169338,256896,For
169338,197628,For
169338,94649,For
169338,256854,For
169338,96830,For
169338,23816,For
169338,198176,For
169338,256842,For
169338,124715,For
169338,189065,For
169338,197627,For
169338,197528,For
169338,256860,For
169338,256872,For
169338,256895,For
169338,197623,For
169338,38511,For
169338,256843,For
169338,256883,For
169338,197687,For
169338,36392,For
169338,256877,For
169338,256893,For
169338,256844,For
169338,256882,For
169338,197690,For
169338,88552,For
169338,197578,For
169338,213330,For
169338,197825,For
169338,200345,For
169338,197580,For
169338,256850,For
169338,256875,For
169338,185771,For
169338,257125,For
169338,5736,For
169338,125001,For
169338,257100,For
169338,33998,For
169338,4746,Against
169338,23788,Against
169338,257073,Against
169338,197501,Against
169338,257096,Against
169338,257093,Against
169338,257147,Against
169338,257094,Against
169338,257095,Against
169338,257091,Against
169338,96810,Against
169338,197607,Against
169338,257097,Against
169338,197794,Against
169338,257144,Against
169338,197516,Against
169338,197469,Against
169338,220871,Against
169338,256845,Against
169338,197493,Against
169338,257149,Against
169338,4395,Against
169338,197824,Against
169338,257080,Against
169338,239260,Against
169338,257058,Against
169338,257086,Against
169338,257150,Against
169338,257145,Against
169338,256907,Against
169338,197820,Against
169338,257104,Against
169338,197773,Against
169338,197545,Against
169338,257113,Against
169338,257109,Against
169338,257025,Against
169338,197553,Against
169338,204346,Against
169338,197655,Against
169338,257090,Against
169338,257163,Against
169338,256884,Against
169338,125106,Against
169338,257099,Against
169338,256811,Against
169338,257143,Against
169338,197537,Against
169338,197552,Against
169338,123562,Against
169338,124877,Against
169338,197572,Against
169338,28615,Against
169338,124884,Against
169338,256929,Against
169338,256858,Against
169338,197734,Against
169338,125093,Against
169338,257043,Against
169338,197490,Against
169338,113523,Against
169338,96808,Against
169338,24922,Against
169338,197492,Against
169338,256887,Against
169338,197534,Against
169338,197679,Against
169338,197408,Against
169338,197778,Against
169338,197410,Against
169338,197648,Against
169338,197636,Against
169338,251324,Against
169338,204129,Against
169338,125012,Against
169338,257047,Against
169338,257081,Against
169338,257051,Against
169338,257296,Against
169338,28122,Against
169338,28219,Against
169338,256921,Against
169338,28390,Against
169338,124861,Against
169338,257028,Against
169338,256862,Against
169338,257030,Against
169338,204333,Against
169338,257237,Against
169338,257048,Against
169338,96787,Against
169338,99945,Against
169338,96811,Against
169338,197649,Against
169338,257137,Against
169338,256840,Against
169338,1917,Against
169338,197414,Against
169338,2341,Against
169338,257032,Against
169338,256866,Against
169338,251874,Against
169338,124807,Against
169338,202036,Against
169338,256919,Against
169338,125027,Against
169338,97399,Against
169338,220908,Against
169338,256985,Against
169338,197514,Against
169338,193419,Against
169338,197646,Against
169338,197412,Against
169338,22418,Against
169338,124895,Against
169338,96780,Against
169338,256918,Against
169338,197517,Against
169338,257031,Against
169338,197840,Against
169338,96934,Against
169338,197839,Against
169338,125068,Against
169338,96668,Against
169338,257042,Against
169338,256973,Against
169338,197523,Against
169338,197406,Against
169338,256846,Against
169338,197525,Against
169338,97968,Against
169338,197843,Against
169338,256864,Against
169338,256865,Against
169338,95074,Against
169338,23781,Against
169338,204336,Against
169338,124808,Against
169338,220896,Against
169338,28399,Against
169338,96791,Against
169338,124806,Against
169338,256868,Against
169338,124828,Against
169338,96936,Against
169338,98341,Against
169338,256980,Against
169338,197662,Against
169338,256943,Against
169338,256974,Against
169338,28400,Against
169338,197711,Against
169338,197647,Against
169338,124802,Against
169338,257027,Against
169338,256847,Against
169338,257039,Against
169338,4289,Against
169338,124701,Against
169338,107212,Against
169338,257049,Against
169338,257040,Against
169338,197738,Against
169338,197404,Against
169338,257107,Against
169338,124850,Against
169338,188945,Against
169338,188096,Against
169338,197413,Against
169338,206158,Against
169338,125670,Against
169338,98219,Against
169338,256809,Against
169338,256979,Against
169338,197422,Against
169338,28223,Against
169338,197425,Against
169338,197426,Against
169338,125325,Against
169338,197417,Against
169338,197784,Against
169338,256889,Against
169338,119435,Against
169338,257026,Against
169338,256968,Against
169338,204449,Against
169338,197402,Against
169338,125104,Against
169338,219652,Against
169338,124795,Against
169338,256804,Against
169338,256950,Against
169338,28617,Against
169338,37324,Against
169338,256983,Against
169338,96756,Against
169338,124726,Against
169338,96761,Against
169338,125065,Against
169338,204400,Against
169338,197863,Against
169338,197429,Against
169338,197405,Against
169338,257045,Against
169338,28229,Against
169338,256977,Against
169338,39725,Against
169338,197652,Against
169338,197421,Against
169338,197606,Against
169338,124713,Against
169338,124893,Against
169338,197621,Against
169338,96933,Against
169338,256991,Against
169338,256987,Against
169338,256869,Against
169338,197400,Against
169338,204332,Against
169338,124766,Against
169338,197781,Against
169338,257003,Against
169338,257110,Against
169338,257020,Against
169338,197577,Against
169338,96711,Against
169338,197558,Against
169338,257014,Against
169338,256870,Against
169338,197430,Against
169338,197589,Against
169338,257038,Against
169338,256970,Against
169338,96940,Against
169338,197443,Against
169338,840,Against
169338,204419,Against
169338,197557,Against
169338,197543,Against
169338,197444,Against
169338,135511,Against
169338,198073,Against
169338,197770,Against
169338,197624,Against
169338,197447,Against
169338,197401,Against
169338,257013,Against
169338,191693,Against
169338,197818,Against
169338,22858,Against
169338,257037,Against
169338,197445,Against
169338,198084,Against
169338,124866,Against
169338,197494,Against
169338,257259,Against
169338,257301,Against
169338,257010,Against
169338,197432,Against
169338,129073,Against
169338,257257,Against
169338,256815,Against
169338,256946,Against
169338,256926,Against
169338,256962,Against
169338,256839,Against
169338,197672,Against
169338,124700,Against
169338,257438,Against
169338,256976,Against
169338,130100,Against
169338,197502,Against
169338,214839,Against
169338,197769,Against
169338,220801,Against
169338,257011,Against
169338,197581,Against
169338,197842,Against
169338,256807,Against
169338,197403,Against
169338,119652,Against
169338,202073,Against
169338,28307,Against
169338,256934,Against
169338,256936,Against
169338,247735,Against
169338,197433,Against
169338,197658,Against
169338,124867,Against
169338,197498,Against
169338,197435,Against
169338,257108,Against
169338,112748,Against
169338,4267,Against
169338,197440,Against
169338,257002,Against
169338,197782,Against
169338,245018,Against
169338,257169,Against
169338,256938,Against
169338,38542,Against
169338,257122,Against
169338,257087,Against
169338,1294,Against
169338,197579,Against
169338,237465,Against
169338,125046,Against
169338,257098,Against
169338,256906,Against
169338,197391,Against
169338,101585,Against
169338,197702,Against
169338,28298,Against
169338,96833,Against
169338,197694,Against
169338,257059,Against
169338,257079,Against
169338,197718,Against
169338,124785,Against
169338,256830,Against
169338,197618,Against
169338,256803,Against
169338,197682,Against
169338,197800,Against
169338,197392,Against
169338,256992,Against
169338,112747,Against
169338,256898,Against
169338,256908,Against
169338,197491,Against
169338,197697,Against
169338,1909,Against
169338,230085,Against
169338,125042,Against
169338,96812,Against
169338,197721,Against
169338,257124,Against
169338,197719,Against
169338,91636,Against
169338,197653,Against
169338,257727,Against
169338,124691,Against
169338,204418,Against
169338,257053,Against
169338,256994,Against
169338,197497,Against
169338,124722,Against
169338,28347,Against
169338,124799,Against
169338,257103,Against
169338,257111,Against
169338,88882,Against
169338,124784,Against
169338,124836,Against
169338,257238,Against
169338,256993,Against
169338,244571,Against
169338,256903,Against
169338,197845,Against
169338,124846,Against
169338,112744,Against
169338,96998,Against
169338,229839,Against
169338,256935,Against
169338,218347,Against
169338,256904,Against
169338,257066,Against
169338,204413,Against
169338,257170,Against
169338,197722,Against
169338,257001,Against
169338,256905,Against
169338,37312,Against
169338,197670,Against
169338,256999,Against
169338,197677,Against
169338,96932,Against
169338,257085,Against
169338,257101,Against
169338,257160,Against
169338,197591,Against
169338,256885,Against
169338,257148,Against
169338,198183,Against
169338,197810,Against
169338,5729,Against
169338,34232,Against
169338,199941,Against
169338,5392,Against
169338,257106,Against
169338,28419,Against
169338,256805,Against
169338,257138,Against
169338,197701,Against
169338,197533,Against
169338,124984,Against
169338,197574,Against
169338,197529,Against
169338,257023,Against
169338,197468,Against
169338,256961,Against
169338,256823,Against
169338,124985,Against
169338,256913,Against
169338,257299,Against
169338,197795,Against
169338,257012,Against
169338,257092,Against
169338,197416,Against
169338,256912,Against
169338,125023,Against
169338,197699,Against
169338,124736,Against
169338,236053,Against
169338,245770,Against
169338,257140,Against
169338,30482,Against
169338,257135,Against
169338,256952,Against
169338,256927,Against
169338,127766,Against
169338,190517,Against
169338,2268,Against
169338,256910,Against
169338,257133,Against
169338,197448,Against
169338,257015,Against
169338,197449,Against
169338,197439,Against
169338,256995,Against
169338,197470,Against
169338,86793,Against
169338,197503,Against
169338,96725,Against
169338,106936,Against
169338,183916,Against
169338,197549,Against
169338,96752,Against
169338,197398,Against
169338,197395,Against
169338,197460,Against
169338,197461,Against
169338,96675,Against
169338,197462,Against
169338,257016,Against
169338,208722,Against
169338,193292,Against
169338,24942,Against
169338,197464,Against
169338,197802,Against
169338,257044,Against
169338,198076,Against
169338,197466,Against
169338,197573,Against
169338,103381,Against
169338,197832,Against
169338,197500,Against
169338,256917,Against
169338,256833,Against
169338,201945,Against
169338,58766,Against
169338,197772,Against
169338,256990,Against
169338,256965,Against
169338,97236,Against
169338,197870,Against
169338,257437,Against
169338,190464,Against
169338,124760,Abstain
169338,30123,Abstain
169338,257119,Abstain
169338,257114,Abstain
169338,257116,Abstain
169338,256925,Abstain
169338,256960,Abstain
169338,256939,Abstain
169338,256989,Abstain
169338,124834,Abstain
169338,72779,Abstain
169338,256998,Abstain
169338,256981,Abstain
169338,192254,Abstain
169338,256996,Abstain
169338,124875,Abstain
169338,103246,Abstain
169338,256937,Abstain
169338,257071,Abstain
169338,2152,Abstain
169340,4746,For
169340,23788,For
169340,257073,For
169340,197501,For
169340,257096,For
169340,257093,For
169340,257147,For
169340,257094,For
169340,257095,For
169340,257076,For
169340,257091,For
169340,96810,For
169340,197607,For
169340,257097,For
169340,197794,For
169340,257055,For
169340,257144,For
169340,197516,For
169340,197469,For
169340,220871,For
169340,256845,For
169340,197493,For
169340,257149,For
169340,257077,For
169340,4395,For
169340,197824,For
169340,257060,For
169340,257080,For
169340,239260,For
169340,257058,For
169340,257086,For
169340,257150,For
169340,257145,For
169340,256907,For
169340,197820,For
169340,257104,For
169340,197773,For
169340,197545,For
169340,257113,For
169340,257109,For
169340,257025,For
169340,257119,For
169340,197553,For
169340,204346,For
169340,257114,For
169340,257116,For
169340,197655,For
169340,257163,For
169340,256806,For
169340,257258,For
169340,256884,For
169340,125106,For
169340,257099,For
169340,256811,For
169340,257143,For
169340,197537,For
169340,197552,For
169340,123562,For
169340,124877,For
169340,197572,For
169340,28615,For
169340,124884,For
169340,197556,For
169340,256808,For
169340,257260,For
169340,96653,For
169340,257043,For
169340,197490,For
169340,113523,For
169340,96808,For
169340,24922,For
169340,197492,For
169340,256887,For
169340,197408,For
169340,197778,For
169340,197410,For
169340,197648,For
169340,197636,For
169340,251324,For
169340,204129,For
169340,125012,For
169340,257047,For
169340,257081,For
169340,257296,For
169340,28122,For
169340,28219,For
169340,28390,For
169340,124861,For
169340,257034,For
169340,257028,For
169340,256862,For
169340,257030,For
169340,204333,For
169340,257237,For
169340,197473,For
169340,257048,For
169340,96787,For
169340,99945,For
169340,96811,For
169340,257035,For
169340,197649,For
169340,257137,For
169340,256840,For
169340,1917,For
169340,197414,For
169340,2341,For
169340,257032,For
169340,256866,For
169340,251874,For
169340,124807,For
169340,202036,For
169340,125027,For
169340,97399,For
169340,256985,For
169340,197514,For
169340,193419,For
169340,257033,For
169340,197646,For
169340,197412,For
169340,22418,For
169340,124895,For
169340,96780,For
169340,257065,For
169340,197840,For
169340,96934,For
169340,197839,For
169340,125068,For
169340,96668,For
169340,257042,For
169340,256973,For
169340,197523,For
